"id","profileName","text","date","title","rating","images","helpful","Colour"
"RZDO4JKJVOUBZ","Kyan","Battery backup not so good","Reviewed in India on 21 December 2021","Battery",3,"",0,"Olive Green"
"R3UYUSMRC8ZIE2","Harsh jha","I like its all feature from top to bottom. In this proce segment its give much more thing so i will consider it at a good and premium looking watch.","Reviewed in India on 9 December 2021","A very good and premium looking watch in budget.",5,"https://m.media-amazon.com/images/I/71muHbdvuaL.jpg",0,"Pitch Black"
"R9FUB84H7UACD","vikas","All things are good in watch except Alexa because Alexa have a very normal features like weather check,set alarm etc but in this price range it's good watch..","Reviewed in India on 25 December 2021","Great watch",5,"",0,"Pitch Black"
"R2SC8YB6LJJ9J","Loth Catholic ","Damm good product","Reviewed in India on 6 April 2022","Product Is damm food",5,"",0,"Pitch Black"
"R2SVBX4ZUNTUGZ","Aarin","The watch is lagging and the alexa is not working properly and rest is good","Reviewed in India on 4 November 2021","Alexa is very slow and even sometimes it is not working",3,"",0,"Olive Green"
"R23PLZEP8ZQ1IT","Onkar Sham Muddebihalkar","Breath training, I liked the most from this watch.Other things are ok.","Reviewed in India on 23 November 2021","Ok Product",3,"",0,"Pitch Black"
"R8SMK93MIYWOE","Satyam soni","Nice osssm","Reviewed in India on 19 September 2021","Superb Osssm watch",4,"https://m.media-amazon.com/images/I/B111oJkTaHS.jpg
https://m.media-amazon.com/images/I/B1rms079DCS.jpg",0,"Olive Green"
"R2WEVH9EDR9YBW","muffadal kothari","Battery needs to be more powerful","Reviewed in India on 17 August 2021","Overall good product",4,"",0,"Pitch Black"
"R3M8AMHBHYPZSU","Raja Bhai","Fantastic watch very fast connected alexa .very easy to use","Reviewed in India on 7 March 2022","Fantastic",5,"",0,"Olive Green"
"R1CBLBTY1P3723","Akshaykumar","Helpfull","Reviewed in India on 10 April 2022","Best performance",5,"https://m.media-amazon.com/images/I/81hTo-nospL.jpg",0,"Pitch Black"
"RHUSR9S5I2AS8","shubham yadav","Watch perfect work","Reviewed in India on 1 April 2022","Watch is beautiful",5,"https://m.media-amazon.com/images/I/712wqteVjML.jpg
https://m.media-amazon.com/images/I/71lP4UyHo0L.jpg
https://m.media-amazon.com/images/I/71rYsbRe77L.jpg",0,"Pitch Black"
"R1K0L02LWCYZ1F","Suchita Tomar","Nice Watch with amazing features","Reviewed in India on 27 March 2022","This watch is amazing",5,"https://m.media-amazon.com/images/I/61Hp+jQf4CL.jpg",0,"Pitch Black"
"R14BU2NB9YLECT","Tejashri Shailesh Tambe","Built quality is super but very less features. Also battery started draining only after 1 week of use...now it last max for 3 days witg avg use","Reviewed in India on 14 September 2021","Built quality good",3,"",1,"Sandy Cream"
"R34LVC7J9X176S","upanshumandal","so bad i lost my watch and cant find it they should add a tracking feature in it so that we can track it","Reviewed in India on 18 August 2022","very bad if you lost it you cant track your watch",1,"",0,"Sandy Cream"
"R3SA746P4YG5SI","VIVEK YADAV","Lookwise watch is very good but i have found notifications issue and all apps notifications not supported and also need to improve Boat wave application and watch UI.","Reviewed in India on 4 September 2021","Notifications issue",3,"",1,"Pitch Black"
"R2Q1NRPZEHBKZP","Prasad Pattanshetti",,"Reviewed in India on 3 April 2022","Good in looking",5,"https://m.media-amazon.com/images/I/715FxqG3sxL.jpg
https://m.media-amazon.com/images/I/71htAUsvvbL.jpg",0,"Charcoal Black"
"R3J4O095MXAFUG","Shobha","Not very good Quality not working properly","Reviewed in India on 8 September 2022","Product is not working properly",1,"https://m.media-amazon.com/images/I/61rj3XUAlfL.jpg","2","Sandy Cream"
"R3JY7HRIXLCAP3","Sayali Khendkar","This product for daily use nicely","Reviewed in India on 25 March 2022","It's awesome!!",5,"",0,"Sandy Cream"
"RK633JIFBX89R","Supriya pattanaik",,"Reviewed in India on 18 September 2021","Nyc product",4,"https://m.media-amazon.com/images/I/A1o6MBg3gVL.jpg",0,"Sandy Cream"
"R2R0S8CDZJ3343","Surya Mala","Best product in this price range. Worth it, gives you a medium fitness tracking experience not like professional ones or smart bands.  (bands in this range per se mi band 5)","Reviewed in India on 28 November 2021","Worth it",5,"",1,"Deep Blue"
"R14LM85UCT122I","Pragnesh Dhirenkumar Lodaya","Battery life is around 6 to 7 days","Reviewed in India on 13 August 2021","call receiving is not supported so either recive by mobile or by buds",4,"https://m.media-amazon.com/images/I/B1EVSScoHYS.jpg
https://m.media-amazon.com/images/I/B1JJg2pMqOS.jpg
https://m.media-amazon.com/images/I/C1FtsAzXNqS.jpg
https://m.media-amazon.com/images/I/C1mB4g71hlS.jpg",0,"Pitch Black"
"RFFVAXBFD7OYS","dr.parimal ranajan de","Very stylish.  Good touch screen. Battery backup a bit less.. drains fast if connected to d app. Features r nice.. al in a good product","Reviewed in India on 13 January 2022","Nice product",5,"",0,"Olive Green"
"R16PLC64LTX04A","Raj","Touch screen is very good ... keeps track of your health record","Reviewed in India on 1 March 2022","Wonderful watch with a very reasonable price .... worth buying it",5,"https://m.media-amazon.com/images/I/71XJwJrbsOL.jpg",0,"Charcoal Black"
"R2K354KK3M9P97","Suhana Begom","Charging problem","Reviewed in India on 17 September 2022","Charging not working",1,"",0,"Pitch Black"
"R1J65OBS6TBX8S","Roshni Manglani","A good device for tracking everything and monitoring. However the Alexa feature is not functioning as expected!!","Reviewed in India on 15 February 2022","A good gifting option",5,"",0,"Olive Green"
"R3TNVL4LRXRUDA","Shajad Ansari","Good","Reviewed in India on 18 September 2021","All is good but Alexa is not proper working",4,"",0,"Sandy Cream"
"R2OTJ9LEC5A3ZI","navin adhikari","I wear titly but Stress mesurement is not working ...very disappointed this device","Reviewed in India on 18 November 2021","Nice product",3,"https://m.media-amazon.com/images/I/81SJYNuIS9L.jpg",0,"Pitch Black"
"R28MCDF770BXPR","Gagan","Nice product 👌","Reviewed in India on 31 March 2022","Its nice",5,"https://m.media-amazon.com/images/I/61NcliP1CtL.jpg",0,"Pitch Black"
"R1CBGK476IS75K","ANILA DS",,"Reviewed in India on 7 April 2022","Perfectly perfect",5,"https://m.media-amazon.com/images/I/51l6lgHdGwL.jpg",0,"Pitch Black"
"R8JZ5ENCTQ962","Shubham Rana"," Best in this price range(2200/- during sale )and mostly i like alexa feature but disappointed by battery backup (4 -5days). Overall good","Reviewed in India on 9 October 2021","Battery backup 4 to 5 days",3,"https://m.media-amazon.com/images/I/71f5yCsIYDL.jpg",0,"Pitch Black"
"RAKH6D8U2CYVU","Naveen raj","Controlling the music is impossible in it..Heart beat sensor doesnt work properlyBattery life and the impression of smart watch is a major benefit for this","Reviewed in India on 10 September 2021","No music control and heart beat control doesnt work properly",3,"",0,"Sandy Cream"
"R1S9XLT94JARPA","vandana nautiyal","Nice","Reviewed in India on 9 April 2022","Very nice watch",5,"https://m.media-amazon.com/images/I/611GzFKfnBL.jpg",0,"Pitch Black"
"R1BDUFBSR5N6EQ","Prachee ","Very happy with the purchase.","Reviewed in India on 22 March 2022","Awesome purchase",5,"",0,"Sandy Cream"
"R30U567T1NUWL4","Firoj","Mobile work app bad very problems","Reviewed in India on 7 September 2022","Mobile app working very bad",1,"",0,"Charcoal Black"
"R21XU49COW7PY1","Kavita Rodrigues","Quality 🤟⭐","Reviewed in India on 2 April 2022","Big display compared to other watches",5,"",0,"Pitch Black"
"R2SPKOONE443UY","Pritam biswas","Watch looks is good but when i see the accuracy that not much good .Sleep- when you just awake in the morning  and  watching tv or do whatever you want On the bed ,sleep Is always be trake if you enter the app it shows you r in light sleep .. i attached on of the picture below. Many time i report on this problem but problem dont solve yet .Bycycle- I'm cycling for 30 min 187 cal burn but but im gone for zero km ..watch don't sync with GPS.","Reviewed in India on 23 October 2021","Accuracy of thes band",2,"https://m.media-amazon.com/images/I/61HVVmZu+BL.jpg
https://m.media-amazon.com/images/I/61IJZ82pz0L.jpg",1,"Olive Green"
"RA8LZDRH55PU5","Atif virani","Very nice but it get disconnected some times but it is very nice","Reviewed in India on 25 February 2022","It is boat",5,"",0,"Charcoal Black"
"RLDL1PQIWU2HO","Amazon Customer","Nice watch ,but watch application bad auto disconnect every time bad app","Reviewed in India on 22 November 2021","Nice watch",3,"",0,"Deep Blue"
"R2YW8N30QSP97Y","Vj","Guys, i wrote review after 4mnth regular use. It cnnt Auto-Connect even after switch on mob. bluethooth & location. get notification later on even after u check it on mob. Sometime connected device will soon auto dis-connect. I hd installed version 14. THINK THRICE BEFORE YOU BUY.","Reviewed in India on 29 July 2022","Totally waste of money",1,"",0,"Sandy Cream"
"R2DPVCRK5OQ6BK","siva","Awesome and beautiful look I used feel very happy thankyou for boat lots thanks.... touch screen also good smooth using","Reviewed in India on 3 February 2022","Superb and good product long life battery awesome this watch thank you so much boat love you...",5,"",0,"Olive Green"
"R9EIJIBK7WT1T","Sampath","It's just 3 and half months old...Already broken the belt knob.. which clearly shows that no built quality......I will surely not suggest not to buy this since there many issues are in this watch...","Reviewed in India on 28 February 2022","Not worthy buying this product!!!!",2,"https://m.media-amazon.com/images/I/51zGYt47quL.jpg
https://m.media-amazon.com/images/I/61W8jeiOnAL.jpg
https://m.media-amazon.com/images/I/61fOics6aYL.jpg
https://m.media-amazon.com/images/I/61fOm3dsN8L.jpg",0,"Pitch Black"
"REJ62RVCESWI9","Pankaj","I am not able to get warranty for this as my screen not working.","Reviewed in India on 25 August 2022","Warranty not available",1,"",0,"Pitch Black"
"R1FVR6JEPWKFLB","Himanshu Kain","Watch built quality is worth the money. but distance accuracy is very poor.","Reviewed in India on 6 May 2022","Accuracy problem",2,"",0,"Olive Green"
"R17XDDLQAW0FYU","Shakil Suleman","Charging issue within a month. Faulty product.","Reviewed in India on 4 September 2022","Product faulty, chraging problem wothin a month time.",1,"",0,"Charcoal Black"
"RB9L8GPR5S6XP","Krunal Rathod","Steps count increasing while travelling on bike and car.So get wrong result.Disconnect every time.Not valuable product.","Reviewed in India on 17 April 2022","Steps count not working properly",2,"",0,"Charcoal Black"
"R1CBZDLNQZTWFL","Vikram Tamta","its a really good product","Reviewed in India on 22 March 2022","Boat is a good brand",5,"",0,"Olive Green"
"R2EE9OEDB38H42","Areesh","It's pretty acurate in BPM, spo2 I even checked it with pulse oximeter it was accurate and no more issues with it","Reviewed in India on 24 January 2022","It's pretty acurate and good",5,"https://m.media-amazon.com/images/I/61BB1P0BK+L.jpg
https://m.media-amazon.com/images/I/71KflSO458L.jpg",0,"Pitch Black"
"RXMM9QQEDH5IW","Bihan Biswas",,"Reviewed in India on 6 April 2022","😉😀😀",5,"https://m.media-amazon.com/images/I/61Vu7HDUXIL.jpg",0,"Charcoal Black"
"R2S9T6SG1H1ZN4","Divya","Amazing quality","Reviewed in India on 6 April 2022","Amazing.",5,"",0,"Sandy Cream"
"R3HAWCHSFJJW8Q","Akram Shaikh",,"Reviewed in India on 6 April 2022","Nice product",5,"https://m.media-amazon.com/images/I/61VU86MkriL.jpg",0,"Pitch Black"
"R3Q0RVOCLAV80V","anitha","I don't like this product, pls exchange","Reviewed in India on 4 September 2022","There is no power my watch",1,"",0,"Charcoal Black"
"R1MDTXEVU8UQPA","Yasin Sayed","Alexa could have been better than 5star. Rest all seems good","Reviewed in India on 18 July 2021","Good products but little problem with Alexa and spo2",4,"",0,"Olive Green"
"RYBNYP3W1Q1NH","Manik sarkar","Great","Reviewed in India on 8 April 2022","Nice",5,"",0,"Olive Green"
"R3SPPWP8WXVB2V","Amazon Customer","I am so regretting buying this stupid product. Being a smart watch it is so useless. Keeps frequently disconnecting from phone, no matter what permission you give to your app. I should have buy another product instead of boat. Please beware before buying the boat products, especially the watches. You can also read the reviews of the boat wave app in play store if you don't believe me.","Reviewed in India on 2 July 2022","Pathetic product, don't buy it",1,"",1,"Pitch Black"
"R2ZK0DKI06EGDR","Sumit Malaviya","NA","Reviewed in India on 8 April 2022","Good quality in low price.",5,"",0,"Sandy Cream"
"R3QZQLWYCAQIR7","Sonali kumari",,"Reviewed in India on 6 April 2022","Love it",5,"https://m.media-amazon.com/images/I/61M2RbhnWqL.jpg",0,"Olive Green"
"R2KGAO3756E5X1","Riddhi","Very nice 🙂 prodect thank Amazon","Reviewed in India on 19 March 2022","Very nice 😘",5,"https://m.media-amazon.com/images/I/51xRJ2L4+sL.jpg",0,"Pitch Black"
"R15Q4A1E2BCN40","Rakshit Tyagi","I like","Reviewed in India on 6 April 2022","Hu",5,"",0,"Sandy Cream"
"R2ESVJ7QSFHMO7","Saurabh sharma","As spend so much money I can not take a call function because I can look time 100 rs watch also","Reviewed in India on 30 September 2021","Please read instruction because amazon not return it, No calling function only call notification",3,"","2","Olive Green"
"R24JSAWP66APDS","Shiva","Did not like this product. Returned it immediately.","Reviewed in India on 5 September 2022","Bigger than the picture",1,"",0,"Pitch Black"
"R3JP32JJ9IOKXY","Rajveer Singh","This boat smartwatch is built in alexa voice assistant. The display is quite good and has feature to manage the automatic brightness of the screen. It helps to figure out the stress level as well as heart rate. I can say it is worth buying as it has all the features which is needed in a smartwatch these days.","Reviewed in India on 21 July 2021","Worth buying Smartwatch",5,"https://images-na.ssl-images-amazon.com/images/I/71cZmYp7SRL.jpg
https://images-na.ssl-images-amazon.com/images/I/81nNAAo9U1L.jpg",0,"Olive Green"
"R1MZDSG0F6JO44","Biju Varghese","product as per the expectation","Reviewed in India on 26 March 2022","finishing superb",5,"",0,"Pitch Black"
"R2YX9L66V7VH1X","VIJAY KUMAR","ये बहुत ही शानदार  Smartwatch है.","Reviewed in India on 17 March 2022","🌹🌹🌹🌹🌹🌹",5,"",0,"Olive Green"
"R9XFMFQ6S0QZQ","Shivam"," Update not properly working","Reviewed in India on 7 October 2022","Not properly working",1,"",0,"Pitch Black"
"R25A5N2XUZKORG","Pramod Muraw","Value for money.","Reviewed in India on 30 March 2022","Amazing",5,"",0,"Olive Green"
"RWYP8M8J4J43","Nischay Sharma","This is the best watch but in comparison with opponent he of 35000 this has a slow Alexa response","Reviewed in India on 3 February 2022","Best Watch with a price range",5,"",0,"Pitch Black"
"R3KOF6XAXFUW0B","Berlin","Best Watch, good battery life ,great accuracy, light weight","Reviewed in India on 23 July 2021","Best watch",4,"",0,"Pitch Black"
"R3H44G24VWECNA","ABRAR","Nice product 👌","Reviewed in India on 30 March 2022","Nice product 👌",5,"",0,"Charcoal Black"
"R38F9KKC118IKK","Sunsea","It harms the skin firstly, I don't know the sensor or charging point causes this. secondly it's not showing the saved names for incoming calls. Very bad experience and I'm very much disappointed. Touch screen is not so ok and you need to press the side button to see the time manually otherwise it's not blink for a while when you move your hand to see the time","Reviewed in India on 30 June 2022","It harms the skin and not showing name for incoming calls",1,"https://m.media-amazon.com/images/I/61vxQwBMx1L.jpg
https://m.media-amazon.com/images/I/71an1KW6asL.jpg","4","Charcoal Black"
"R2EN1RH6KHIURK","Muhammad Afzal"," Must buy this watchAndValue for money","Reviewed in India on 9 April 2022","100% working sensor very good product",5,"",0,"Olive Green"
"R25CN1SIQVLVIT","Amazon Customer","Not working in condition& pls do the needful","Reviewed in India on 3 September 2022","Not working & return days is very less &  option  of retun also cheated",1,"",0,"Deep Blue"
"R19ZBTKHMBSQEH","Dinesh","protection glass for boat extends watch must need thing...who are all going to buy this watch..buy a protection glass along woth this watch..Thank u...","Reviewed in India on 16 January 2022","Worth for money",5,"https://m.media-amazon.com/images/I/71947ue2q6L.jpg
https://m.media-amazon.com/images/I/71WTobDDo3L.jpg
https://m.media-amazon.com/images/I/71dOzYAcwoL.jpg",0,"Sandy Cream"
"R2OQ9ITXDKR80D","k raghupathi","Nice watch","Reviewed in India on 5 April 2022","Nice watch",5,"",0,"Pitch Black"
"RPRI6JS7RJ9P8","Ashwin Raj","Best Watch in this price range it has accurate sensors and alexa the best thing of this watch","Reviewed in India on 6 February 2022","Best Product",5,"",0,"Pitch Black"
"RID1NXL9HXXVZ","Santraj Vasava","Superb battery🔋5  Touch display 4  Overall nice","Reviewed in India on 16 July 2021","Nice product",4,"",0,"Sandy Cream"
"R3MESD7HRHZLL8","Arjya Dasgupta","Amazon gave accurate product and the smartwatch is also good to use and comfortable also and it's battery longsivity is also super","Reviewed in India on 23 January 2022","It's a very good smartwatch to use and in reasonable price also",5,"",0,"Pitch Black"
"R3TFU1H0BM2K27","Sahil Chandel","i love my wife and and she is my girlfriend as well , and she loves this watch","Reviewed in India on 9 February 2022","best watch for my girlfriend",5,"",0,"Olive Green"
"R1EMYGE9GJ7IJH","Mohanasundaram k"," The charger having single pin only, 1 pin inside present","Reviewed in India on 8 June 2022","Charger having single pin only",2,"",0,"Pitch Black"
"R33NFMJ30SFBSV","Rashid s mukadam","Need Bluetooth to be more Accurate, Every time  disconnected... Need Good Quality of Strip, Rashes Coming Will using,","Reviewed in India on 13 October 2021","Good Watch value for money but Bluetooth need to beore accurate, Need Good Quality of Strip",3,"https://m.media-amazon.com/images/I/61k-nEbwPRL.jpg
https://m.media-amazon.com/images/I/7151EC66uFL.jpg",0,"Pitch Black"
"R2WATRV6DRX94","Mahesh"," battery performance not good","Reviewed in India on 2 October 2021","battery performance not good",4,"https://m.media-amazon.com/images/I/61TQQDCa24L.jpg
https://m.media-amazon.com/images/I/711Kv01sOxL.jpg",0,"Sandy Cream"
"R2JXA2X1P6UH6M","Amazon Customer","Exercise tracking is very helpful and seems to be accurate","Reviewed in India on 27 July 2021","Exercise tracking is very helpful and seems to be accurate",4,"",0,"Pitch Black"
"R2WXDRZCBV0PMA","Amazon Customer","Connection problem","Reviewed in India on 19 September 2022","Worst watch ever",1,"",1,"Pitch Black"
"RQ50XA9TZPAT6","Siddharth","It's perfect. I bought it for 2199 on republic day sale. Total value for money product.","Reviewed in India on 16 February 2022","It's perfect.",5,"",0,"Olive Green"
"R3SN2JE1YNSF0A","Amazon Customer","Within 3 months of purchasing, The watch fallen from my hand and the display was cracked. I tried contacting many local authorised boat Service center they said they don't repair watches. Afterwards I contacted the boat customer care. They said it's not under warranty. So I said I will pay for the screen but they said they can't changed it and its written in there terms and policy's. What a useless product and a useless company. 👎👎","Reviewed in India on 27 June 2022","Please do not waste your money.",1,"",0,"Pitch Black"
"RY6HN0K21YUW8","Ashfaque","I like design, look, and all functions","Reviewed in India on 15 March 2022","I purchased at Rs.2200 value for money. Excellent watch",5,"",0,"Pitch Black"
"R10AW1O70B0ERE","Deepak Choudhary","It has major issues with reconnecting with Phone","Reviewed in India on 19 May 2022","Overall Ratings is 2 out of 5",2,"https://m.media-amazon.com/images/I/51kFXiLvY3L.jpg",0,"Pitch Black"
"R1TJS8BJVWDYIV","Mohd Arshad","This product have smooth screen and colour also good and water proof also work. I am happy. Thankyou so much Amazon India","Reviewed in India on 26 January 2022","The watch quality is very good",5,"",0,"Olive Green"
"R59I7PG3K5F1C","Supriyo Ghosh","Spo2 always show less 2.. example original oxy meter show 99 boat xtend show 97","Reviewed in India on 16 February 2022","Spo2 problem",5,"",0,"Pitch Black"
"R7BTXOKC4UOF8","Ambedkar","Most beautiful & tylish look and smart working..","Reviewed in India on 14 March 2022","Smarter",5,"",0,"Olive Green"
"R3F5L4KJ6SXVPT","Ritik r.","Very smart looks in your hand.Accuracy-85-90%Fully waterproofIt has a massive battery life.System U.I. is awesome.Touch has a slight lag..but better than others.","Reviewed in India on 26 December 2021","Vwry DURABLE",5,"",0,"Pitch Black"
"R2JDP6V1OYQMTD","varsha Tambe"," All is good","Reviewed in India on 23 April 2022","Nice",5,"",0,"Charcoal Black"
"R1Q1IFWM5DX6MO","Rachit","Kinda loved it, using if for more than 5 month the UI could be more better but loved the watch design, looks and connectibility","Reviewed in India on 12 January 2022","For this price, you can go with this watch.",5,"",0,"Olive Green"
"REEUG9KR4RJDU","Anauj","A Very Superb product of BoatI love this Boat Xtend watch & has a very good accuracy in monitoring Health ,Heart Rate, Sleep etc...Always to use boat productsI love to use boat products & Now i have a boat family with me","Reviewed in India on 22 September 2021","Very Good built quality and featured provided are very much useful",5,"https://m.media-amazon.com/images/I/B1oFUcAPC0S.jpg
https://m.media-amazon.com/images/I/B1sLXD4rf4S.jpg
https://m.media-amazon.com/images/I/C1KscNXWwJS.jpg
https://m.media-amazon.com/images/I/C1SrexBOmRS.jpg",0,"Pitch Black"
"R37S7MOURU89QE","Yamini","Good","Reviewed in India on 18 September 2021","Good",4,"",0,"Olive Green"
"R19705PDRJN4UW","Bodhit","Good","Reviewed in India on 28 December 2021","Good",3,"https://m.media-amazon.com/images/I/61788OHg-2L.jpg",0,"Pitch Black"
"R2CYX2NO506BKO","Amazon Customer","Performance","Reviewed in India on 14 September 2021","Good",4,"",0,"Sandy Cream"
"R1QPS2RO8IKIWJ","suresh kumar","My purpose to purchase it for not solved as the badminton sports mode not included in this watch.","Reviewed in India on 5 October 2021","Badminton sport not included",3,"",0,"Pitch Black"
"RVFONOYK6WCAB","Nasim Ahmad","Watch get disconnected frequently. Alexa is not working properly. Fails 70% time while asking anything. Display and touch is good. Spo2 heart rate is quite accurate","Reviewed in India on 10 September 2021","Ok. But keeps disconnecting",3,"",0,"Sandy Cream"
"R3EAVY9K43FP4R","danish javed","Best smart watch in this price range","Reviewed in India on 15 March 2022","Best affordable smart watch",5,"",0,"Pitch Black"
"R2IQQ68XSJZIN5","Pawan Saini","Good product 👍🏼","Reviewed in India on 30 August 2021","Battery life is good",4,"https://m.media-amazon.com/images/I/C1uABo9E18S.jpg",0,"Deep Blue"
"R2Z8KBIHRV40PY","Mamta s.","Value base product.","Reviewed in India on 29 March 2022","Very nice",5,"https://m.media-amazon.com/images/I/71DjZlmIqwL.jpg",0,"Olive Green"
"R2DG77PGBKG20R","Rohit Mali"," Very good product","Reviewed in India on 21 April 2022","Very good delivery",5,"",0,"Pitch Black"
"R3CYKFOZSXTO02","Ashish Sharma","Oxygen level is fixed at 97% and does not update automatic. Looks wise watch is good but performance wise poor. Walk count is also inaccurate. If you drive a car or scooty for 2 or 3 hours the watch will automatically shows 10,000 steps completed.","Reviewed in India on 8 February 2022","No Accurate result",2,"",0,"Pitch Black"
"R30QLT99F610O2","Praphulla Kulkarni","Useful product  for regular Activities. All functions captures data correctly and sync with Boatwave application. Application functions are also good understandable.","Reviewed in India on 27 January 2022","Useful product  for regular Activities",5,"",0,"Olive Green"
"R2CRJ6JHXWTMWW","GULSHAN KUMAR","Side effect / lack in watchIts not having BP MONITOR FUNCTION","Reviewed in India on 19 November 2021","Its not having BP MONITOR FUNCTION",3,"",0,"Pitch Black"
"RJ68J3PSZTSRP","mahesh kaknale","घड़ी अच्छी है","Reviewed in India on 29 March 2022","boat xtend watch",5,"",0,"Olive Green"
"R3PM8ZKM7XZG44","Shivani Dubey","Touch screen of watch is too good","Reviewed in India on 14 March 2022","I just love the watch",5,"",0,"Sandy Cream"
"R1IJISYS26DIMV","VIPUL SAHDEV","Battery life not more than 3-4 days.","Reviewed in India on 7 December 2021","Battery",3,"",0,"Pitch Black"
"R2BUW7RPV5R61Q","Himanth Kumar.","Good product . I liked this watchThank you BOAT","Reviewed in India on 12 July 2021","Build in Alexa works good",4,"",0,"Pitch Black"
"R2JD19MU4YN69U","Nakul sharma","Hard to know know about features in first but afterwards it's kind fun to use it","Reviewed in India on 29 October 2021","Nice product",3,"",0,"Pitch Black"
"R28TEALD1HCMM8","Ameer",,"Reviewed in India on 31 March 2022","Best you can get at this price fully satisfied with the watch",5,"https://m.media-amazon.com/images/I/71d-mmIBIsL.jpg
https://m.media-amazon.com/images/I/81PJiCow3UL.jpg",0,"Charcoal Black"
"R2TR3FPQOG7ZQX","Lovepreet Singh","Kk","Reviewed in India on 2 April 2022","Ok",5,"",0,"Pitch Black"
"RVUS3UQHMTW7W","Archana Anand Bhore","I thought I was good first, in the initial days but then it showed some disfunctions . And now after rarely using it for 4 months, it's non functional , it does not track sleep, I regret buying it cause the warranty is not being considered.","Reviewed in India on 7 February 2022","I regret buying",2,"",0,"Pitch Black"
"R2HEVKTSUUCGTC","sujith","Sleep tracking is not so accurate","Reviewed in India on 15 August 2021","Good value for money",4,"",0,"Pitch Black"
"R3BMLTBFC3WB0Y","Rekha Purohit","I would like an exchange of the product or refund of money","Reviewed in India on 28 February 2022","This is my second purchase but this time the straps keep coming off",5,"https://m.media-amazon.com/images/I/61HxxzHpKsL.jpg",0,"Olive Green"
"RLA97XL98LLJA","Anand Kr Singh","Screen is not well responsive, Alexa is only for name sake. Not very responsive watch","Reviewed in India on 28 October 2021","Average product not to be expected much",3,"",0,"Pitch Black"
"RS9J4CN87RQI5","Mahendra Beniwal","I like watch. Best watch in this prize range","Reviewed in India on 7 March 2022","I have used I watch too but this watch is best. I am giving it 5 start rating.",5,"https://m.media-amazon.com/images/I/61Q8vi1oV+L.jpg
https://m.media-amazon.com/images/I/71YxKHFXMTL.jpg",0,"Sandy Cream"
"RS59GU4QQOLTK","Saikat Sarkar",,"Reviewed in India on 12 September 2021","Good Product.",4,"https://m.media-amazon.com/images/I/C1eXfq7NqiS.jpg",0,"Olive Green"
"R2227VARYJPKID","Anisha","I have had a horrible time getting in touch with the boat customer care who were not at all helpful they directly asked me to reach out to Amazon even when I told them the issue was with the boat wave app and not the product. Hence guys with iPhones 13 and above please think before you buy this talking out of an experience","Reviewed in India on 5 July 2022","iPhone users beware!!!!",1,"",1,"Olive Green"
"RWURJZCH73NF1","Krishna kumar pandit",,"Reviewed in India on 30 March 2022","Nice watch",5,"https://m.media-amazon.com/images/I/612aB7OqT2L.jpg",0,"Olive Green"
"R2ZP1G5L9EO9S2","Varsh Shrivastava","Nice","Reviewed in India on 6 April 2022","Highly recommend 👌",5,"",0,"Pitch Black"
"R3173EZ03HQ7JS","Sohel"," I purchased it in jan 2022 and it's july 2022 . I face may problem like watch is noy sync with app. Not getting update. Device stucked frequently. After so much waiting finally get update now it's stucked totally. Inface app is not detecting it's firmware .  My suggestions is do not buy it.","Reviewed in India on 19 July 2022","Worst item ever",1,"https://m.media-amazon.com/images/I/51BFPVT9VwL.jpg
https://m.media-amazon.com/images/I/619QdpXquBL.jpg
https://m.media-amazon.com/images/I/61hZPlDs0hL.jpg
https://m.media-amazon.com/images/I/61ly1YqdPhL.jpg",0,"Olive Green"
"RAQDEWS4XI1UY","Mujammil choudhari","Battery problem","Reviewed in India on 15 September 2022","Battery problem",1,"",0,"Charcoal Black"
"R360X4H5H9OTUO","Sakshi Ashtekar","All ok","Reviewed in India on 11 September 2021","Price range is High but the product is good",4,"",0,"Olive Green"
"R2ZLQJ8S3NI7BT","Pramod","Worst smartwatch","Reviewed in India on 16 September 2022","Worst smartwatch",1,"",0,"Olive Green"
"R1W6LNILCBC93F","Ameya Vadnere","The wake up delay is long. There are connectivity issues with boAtWave. SpO2 doesn't work. The sensors don't seem accurate. Alexa is bad.Some good things: Many customizable watch faces. It's good just as a watch.If you want to buy something for health monitoring, don't go for this. If you want just a watch, go for a fastrack. The excitement of the digital watch will fade quickly.","Reviewed in India on 13 December 2021","It taught me a lesson and I will never repeat this mistake. 3000 Rs. well spent.",2,"",0,"Pitch Black"
"R3O7DEZV2AZ88C","Naman","What are you waiting for? Don't even think twice before investing on this, you won't get these many features at this price. The data are 95-96% accurate, dedicated spo2 senser and 14 sports mode and Alexa makes it even special. Also it has a classey look like an Apple watch. I am really amazed with it, just go for it don't wait.","Reviewed in India on 12 July 2021","Its Simply the best at this price",5,"",0,"Pitch Black"
"R3P2QOXE11YC1K","BHAVANI PRASAD","Good product","Reviewed in India on 30 March 2022","Good product",5,"",0,"Sandy Cream"
"R3EH54H6R0ZEJV","ஆர் எஸ் பாண்டியன்","Touch is not working.  So sad spend money now I feel very sad on my mistake on purchase of this warch","Reviewed in India on 15 August 2022","Touch screen is not working",1,"",0,"Pitch Black"
"RKDKACLAQ31BK","Kartik  Chauhan",,"Reviewed in India on 1 September 2021","Not for regular use....",4,"https://m.media-amazon.com/images/I/715G190WurL.jpg
https://m.media-amazon.com/images/I/B16TjoFcvoS.jpg",0,"Pitch Black"
